feature,from,to,ks,psi,mean_from,mean_to,median_from,median_to,missing_from,missing_to
asof_pitcher_prev3_game_middle_rate,2022,2023,0.043913318286201264,0.012236988874042735,0.1487342311817315,0.15327235557921445,0.144828,0.15,0.011884172754897523,0.011086447408614194
asof_pitcher_prev3_game_middle_rate,2023,2024,0.18515901496315318,0.16216377354486752,0.15327235557921445,0.17387191711016578,0.15,0.173077,0.011086447408614194,0.01435068854114482
asof_pitcher_prev3_game_middle_rate,2022,2024,0.2157623782883381,0.226298394156129,0.1487342311817315,0.17387191711016578,0.144828,0.173077,0.011884172754897523,0.01435068854114482
asof_pitcher_prev5_game_middle_rate,2022,2023,0.05775673038660434,0.021778208931959166,0.14815762512564873,0.15336807943765116,0.146497,0.151139,0.011884172754897523,0.011086447408614194
asof_pitcher_prev5_game_middle_rate,2023,2024,0.2001045386371768,0.21303810385977262,0.15336807943765116,0.17243253517763316,0.151139,0.174312,0.011086447408614194,0.01435068854114482
asof_pitcher_prev5_game_middle_rate,2022,2024,0.24997965277950146,0.3143817773939802,0.14815762512564873,0.17243253517763316,0.146497,0.174312,0.011884172754897523,0.01435068854114482
asof_batter_n,2022,2023,0.18841020751703774,0.4792324153908548,3827.086636063878,4619.956802769575,3677.0,4124.0,0.0,0.0
asof_batter_n,2023,2024,0.146636012318353,0.30802257373505276,4619.956802769575,5402.548777745782,4124.0,4498.0,0.0,0.0
asof_batter_n,2022,2024,0.2739679870728168,2.6323313488908147,3827.086636063878,5402.548777745782,3677.0,4498.0,0.0,0.0
asof_batter_success_rate,2022,2023,0.191478125133616,0.21016148133329154,0.5424885594420011,0.5256362465920296,0.530406,0.522094,0.00035559578457360834,0.00028917625496385297
asof_batter_success_rate,2023,2024,0.14342825561571165,0.11413884040610187,0.5256362465920296,0.5174659410269159,0.522094,0.516179,0.00028917625496385297,0.0003471304539914085
asof_batter_success_rate,2022,2024,0.31598226047056543,0.5285729189382194,0.5424885594420011,0.5174659410269159,0.530406,0.516179,0.00035559578457360834,0.0003471304539914085
asof_batter_middle_rate,2022,2023,0.13541116018061394,0.10367265978407893,0.14312475904019661,0.145789588893642,0.143954,0.146821,0.00035559578457360834,0.00028917625496385297
asof_batter_middle_rate,2023,2024,0.2318948803239666,0.28153623040335907,0.145789588893642,0.1519826733879464,0.146821,0.151719,0.00028917625496385297,0.0003471304539914085
asof_batter_middle_rate,2022,2024,0.3214900201859708,0.4721546267406578,0.14312475904019661,0.1519826733879464,0.143954,0.151719,0.00035559578457360834,0.0003471304539914085
asof_pitcher_pitchmix_n,2022,2023,0.09005245703550324,0.0838097651661037,3194.707235566044,3880.774377354648,2518.0,3073.0,0.0,0.0
asof_pitcher_pitchmix_n,2023,2024,0.05361156653832802,0.051574714586895665,3880.774377354648,3928.214467450603,3073.0,2942.0,0.0,0.0
asof_pitcher_pitchmix_n,2022,2024,0.09018810269068367,0.1246033251930677,3194.707235566044,3928.214467450603,2518.0,2942.0,0.0,0.0
asof_pitcher_fastball_rate,2022,2023,0.06119260096797696,0.019651744309913035,0.5554066795993274,0.5453184628659425,0.5468575,0.5369200000000001,0.00035559578457360834,0.0002565930149679259
asof_pitcher_fastball_rate,2023,2024,0.051287737747112816,0.02598357111725425,0.5453184628659425,0.5512354341819703,0.5369200000000001,0.548377,0.0002565930149679259,0.00031951780424209193
asof_pitcher_fastball_rate,2022,2024,0.03177010439602823,0.017496872607401046,0.5554066795993274,0.5512354341819703,0.5468575,0.548377,0.00035559578457360834,0.00031951780424209193
asof_pitcher_breaking_rate,2022,2023,0.04031735417901161,0.0205558297534582,0.28972059373847947,0.29561982108921137,0.293551,0.299918,0.00035559578457360834,0.0002565930149679259
asof_pitcher_breaking_rate,2023,2024,0.02116271271693615,0.018257490832197003,0.29561982108921137,0.2946236261764776,0.299918,0.295213,0.0002565930149679259,0.00031951780424209193
asof_pitcher_breaking_rate,2022,2024,0.04661934525682132,0.02765257980723185,0.28972059373847947,0.2946236261764776,0.293551,0.295213,0.00035559578457360834,0.00031951780424209193
asof_pitcher_offspeed_rate,2022,2023,0.04557400423974828,0.01966468027747251,0.1548727257907949,0.15906171554634527,0.138889,0.142662,0.00035559578457360834,0.0002565930149679259
asof_pitcher_offspeed_rate,2023,2024,0.05290136111675514,0.03651059288560142,0.15906171554634527,0.15414093923981756,0.142662,0.1389845,0.0002565930149679259,0.00031951780424209193
asof_pitcher_offspeed_rate,2022,2024,0.04896318482406725,0.03434640531388595,0.1548727257907949,0.15414093923981756,0.138889,0.1389845,0.00035559578457360834,0.00031951780424209193
